logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000112319.17	1.12869431039268	0.423467233472207	6.55888223868327	2.68290735479409e-10	5.81654314519359e-06	7.12727034016923
ENSG00000102878.16	0.471200019909002	4.76324576663412	4.50492349347652	9.83056023569701e-06	0.0769265827245675	2.98068443548446
ENSG00000187024.13	-0.268822649168284	2.63198700903121	-4.39350472674746	1.59458713959673e-05	0.0864266229661427	2.15454319237587
ENSG00000198824.5	-0.25966259003803	4.32186369014091	-4.19774567877264	3.64485369399107e-05	0.131700713476211	1.8841017066027
ENSG00000007933.12	0.70753372980466	1.53544717814012	4.4867423465273	1.06448223327354e-05	0.0769265827245675	1.67372709560981
ENSG00000169564.6	-0.223350605445143	6.20267752866593	-3.73268739445751	0.00023027011359138	0.494690394354727	0.381493554800204
ENSG00000147889.17	1.09525023706201	-0.00048170592803227	4.34089069342496	1.99714552898413e-05	0.0865962301367519	0.343379391005512
ENSG00000118707.9	-0.195602409383085	4.00692852632043	-3.69342415097378	0.000266929368428311	0.494690394354727	0.195262386641022
ENSG00000132467.3	-0.25481724182719	4.58333693368323	-3.57839834538987	0.00040854790157911	0.559029634255732	-0.121227602115846
ENSG00000204519.10	-0.20746625742606	2.2534490212834	-3.67417990560208	0.00028684388801221	0.494690394354727	-0.16598086225652
ENSG00000102606.17	0.133842417750042	6.29292655824055	3.4119713929892	0.000742036540526611	0.624546891337907	-0.605872228694186
ENSG00000106591.3	-0.167663860782688	5.30797724872211	-3.3881864038902	0.00080661037626667	0.624546891337907	-0.677936149824964
ENSG00000175606.10	-0.370623510941529	4.68009753172774	-3.38935199423667	0.000803327469543984	0.624546891337907	-0.679563617928753
ENSG00000123444.13	-0.223253695215566	2.23197099095734	-3.42220730930786	0.000715761005980085	0.624546891337907	-0.841946188413589
ENSG00000138161.13	0.453796674629311	0.25940244717365	3.66517859698456	0.000296631694031894	0.494690394354727	-0.881735065051479
ENSG00000237424.1	0.557434235673378	-0.247097959715523	3.77474670070061	0.000196296303004168	0.494690394354727	-0.884196190292124
ENSG00000143869.6	0.442415093990619	1.93292768424068	3.46041911809567	0.000625156641748514	0.616063454232172	-0.904341272402846
ENSG00000179909.15	-0.525924768924262	2.26738293670915	-3.36298218778318	0.000880734064237155	0.658424638367638	-0.959358341242783
ENSG00000164818.15	-0.148538739523824	4.46840504409432	-3.28070340002046	0.00116925240012206	0.663797337539927	-0.995811603402085
ENSG00000273203.1	0.777796010325382	0.651800984290552	3.55908401282058	0.000438353495495731	0.559029634255732	-1.06462894468187
ENSG00000273179.1	0.654619166534904	0.465149017680688	3.57567394811974	0.00041263365872325	0.559029634255732	-1.06502454339328
ENSG00000141469.16	0.88055866020779	1.22853315886504	3.46964038626917	0.00060497122884443	0.616063454232172	-1.12165617832571
ENSG00000004487.15	-0.112716526494321	5.83710720868378	-3.21941391807614	0.0014388131754149	0.663797337539927	-1.15984639378204
ENSG00000101161.7	-0.126123945893474	6.27981186772713	-3.21642764168692	0.00145331533609368	0.663797337539927	-1.16817084258707
ENSG00000174109.4	-0.17449879632452	2.66771596811947	-3.22087861359304	0.0014317493501146	0.663797337539927	-1.28787868298056
ENSG00000168229.3	0.680075259184638	-0.198493403568413	3.58372029124473	0.000400675990624144	0.559029634255732	-1.30107030001181
ENSG00000121390.18	-0.155056770764904	4.57174078857427	-3.16008608373439	0.00175361090863366	0.663797337539927	-1.32673212686958
ENSG00000178163.7	-0.245963362406645	3.88759202830442	-3.16135741090681	0.00174624487346569	0.663797337539927	-1.33638664463671
ENSG00000085872.14	-0.140046597744324	5.02268994774936	-3.14246882751676	0.00185868577021558	0.663797337539927	-1.37262508785199
ENSG00000101665.8	0.20778517170121	4.70552903480186	3.14108795728966	0.00186716274765599	0.663797337539927	-1.37910707362187
ENSG00000118246.13	-0.160830606555349	4.5987047602386	-3.13957264158113	0.00187650615289902	0.663797337539927	-1.38196039381918
ENSG00000179950.13	-0.153469892278774	6.37922291887828	-3.10408303511494	0.00210807067810748	0.663797337539927	-1.47743884725292
ENSG00000166133.17	-0.196710335886537	2.66821052341505	-3.1378146234679	0.00188740015867678	0.663797337539927	-1.4929366222179
ENSG00000130810.19	-0.215827658030518	4.40990651702132	-3.08888480662286	0.00221507171004427	0.663797337539927	-1.51850782902707
ENSG00000154678.16	0.329871499384122	3.94910194279729	3.09548737505474	0.00216798679822582	0.663797337539927	-1.52281451716828
ENSG00000183160.8	0.536464432679193	3.42150583631326	3.11081519548025	0.00206226040570471	0.663797337539927	-1.53142353633082
ENSG00000149658.17	-0.137794636988459	5.68664531287394	-3.08085092237761	0.00227363407684657	0.663797337539927	-1.53975523055695
ENSG00000242687.2	0.174970450799581	1.63647794935516	3.19159422044798	0.00157926545314323	0.663797337539927	-1.56753094093345
ENSG00000260971.3	0.841888884826073	-2.26418706273991	3.93970466708544	0.000103532782348745	0.320655817331543	-1.57049770906971
ENSG00000101098.12	0.504351756384935	2.16866006686212	3.15417076972783	0.00178826332519113	0.663797337539927	-1.59006872237811
ENSG00000162385.10	-0.143175767732017	3.83018814895334	-3.06263864553122	0.00241170952962226	0.663797337539927	-1.59845988411934
ENSG00000131043.11	-0.183606978743488	5.22549886979308	-3.05534480952476	0.00246914019237413	0.663797337539927	-1.60707930462896
ENSG00000170873.18	0.217379213112695	4.78889195508425	3.05028463002683	0.00250971971616447	0.663797337539927	-1.6197867438298
ENSG00000213073.4	0.305516291199508	1.49245073676456	3.18603460400708	0.00160881340635648	0.663797337539927	-1.62118357599545
ENSG00000163319.10	-0.173631404591397	2.45765221828158	-3.09567615171144	0.0021666542413043	0.663797337539927	-1.62440420505903
ENSG00000159674.11	0.353560207405763	5.65116878696303	3.0465269238167	0.002540286301646	0.663797337539927	-1.63063183608001
ENSG00000143368.9	-0.172861020697164	5.47609933096821	-3.04659664840799	0.0025396805302015	0.663797337539927	-1.63090364751594
ENSG00000226252.1	0.449311590569408	-0.645160028730441	3.46795873725147	0.000608597027639052	0.616063454232172	-1.63632844254587
ENSG00000278867.1	0.389437481718694	0.39855535442055	3.28743095665095	0.00114271192379087	0.663797337539927	-1.65011659361478
ENSG00000090104.11	0.615357857151519	3.58398332868778	3.05375691663406	0.00248194964526422	0.663797337539927	-1.66218478850667
ENSG00000171853.15	-0.13141322952718	5.20043600997824	-3.03118487613045	0.0026684773195505	0.663797337539927	-1.67085502745747
ENSG00000119574.12	-0.17243632906977	3.66556048513417	-3.03397670256982	0.00264470964267375	0.663797337539927	-1.67637319411106
ENSG00000156928.4	-0.1802994265868	3.64620997991069	-3.03289470770761	0.00265389781236869	0.663797337539927	-1.68001548085051
ENSG00000184378.2	-0.381387513251239	0.463295505103624	-3.20734616924296	0.00149825390223779	0.663797337539927	-1.68482203057755
ENSG00000221821.3	-0.218702519912494	1.94609904100472	-3.09200989524489	0.00219266953011962	0.663797337539927	-1.69858264561946
ENSG00000242600.8	0.469303802645741	0.192393610124996	3.2901103782392	0.00113229826275647	0.663797337539927	-1.70379834646393
ENSG00000253210.1	-0.438148273741935	-1.08597715973331	-3.39501021127469	0.000787567404097028	0.624546891337907	-1.71516039941074
ENSG00000184047.16	-0.13123837545707	3.52689399363331	-3.00574893794254	0.00289423748547858	0.663797337539927	-1.7540803855306
ENSG00000225484.6	0.228342282529178	3.45910445945015	3.01209168892816	0.00283635706554972	0.663797337539927	-1.75572427481816
ENSG00000104823.8	-0.209635640296746	6.97393860728058	-2.9989298267279	0.00295767258106975	0.663797337539927	-1.757232688737
ENSG00000240616.1	0.440601705598725	-1.05494004471513	3.48426653066863	0.00057417334291249	0.616063454232172	-1.76540979494829
ENSG00000171551.11	-1.04489373937812	-0.958483885005383	-3.28776802007801	0.0011414452862493	0.663797337539927	-1.76902873338817
ENSG00000100764.13	-0.214263567993682	3.86799444578805	-2.99065182674628	0.00303639227932539	0.663797337539927	-1.77979504859777
ENSG00000120833.13	-0.340774602923783	5.01668850707764	-2.9845843375823	0.00309533631927384	0.663797337539927	-1.79258942307469
ENSG00000273604.1	-0.410723434528926	1.53627933197849	-3.06634681101137	0.00238298570106099	0.663797337539927	-1.80315401416025
ENSG00000089195.14	-0.198113084728147	3.54743265192087	-2.98240523953387	0.00311671950758865	0.663797337539927	-1.80935093307424
ENSG00000132773.11	-0.194002330826809	3.39019484163371	-2.98441707416478	0.00309694523172378	0.663797337539927	-1.81106735230856
ENSG00000100632.10	-0.156063269636252	5.07888531729765	-2.97405684476206	0.00320001846843582	0.663797337539927	-1.81962038330681
ENSG00000174173.6	-0.20228936456777	3.79157174978413	-2.97339262641613	0.00320673277044096	0.663797337539927	-1.82460775751899
ENSG00000161057.11	-0.155087537396863	5.69613341030242	-2.96958192971662	0.00324550358760296	0.663797337539927	-1.83364035122477
ENSG00000176396.10	-0.190405634267154	3.16086698811511	-2.97092810748947	0.00323175850736484	0.663797337539927	-1.85710400943208
ENSG00000106028.10	-0.152394801670635	5.02660372754349	-2.95676237279048	0.00337910596451926	0.672124483523876	-1.86392347172494
ENSG00000281026.1	0.280589654736158	2.93275684409206	2.98182380149131	0.00312245596963002	0.663797337539927	-1.87508727345259
ENSG00000270170.1	-0.174794997603033	3.72191859793913	-2.95190595185991	0.00343101995742511	0.672124483523876	-1.88007000349571
ENSG00000143178.12	0.291310670563806	1.77630026455724	3.04668643697917	0.00253894720663649	0.663797337539927	-1.88013115351081
ENSG00000114251.14	0.386013351488425	2.84130533454968	2.98491309232679	0.00309208758811046	0.663797337539927	-1.88216924422538
ENSG00000154479.12	-0.541610260570868	-1.31785678814523	-3.34034653239789	0.000952668352132653	0.663797337539927	-1.88394215266889
ENSG00000173141.4	-0.131615931682601	4.68007095821934	-2.94817822864416	0.00347136252857821	0.672124483523876	-1.88396074413312
ENSG00000177733.6	-0.142564826627938	6.88070451710777	-2.93740766382982	0.00359037608417502	0.672124483523876	-1.91708128388572
ENSG00000235560.3	0.369469465688428	0.00898126167686306	3.18825142901211	0.00159697073846558	0.663797337539927	-1.94015177865455
ENSG00000197859.9	0.404291238425579	2.38060425508099	2.9839350667549	0.00310167236585737	0.663797337539927	-1.94303236003078
ENSG00000226318.1	0.83130804245134	-2.19515343635839	3.66878856362936	0.00029266911754747	0.494690394354727	-1.96643242564822
ENSG00000131196.17	-0.351488074829442	3.62678527828549	-2.91250537247927	0.00387996288393348	0.697223355668032	-1.9771363194385
ENSG00000174840.8	-0.176346925642152	4.64545161112129	-2.90507666252083	0.00397039326849624	0.697223355668032	-1.99299880109548
ENSG00000110200.8	-0.176701617782386	2.98196738342164	-2.91759902678792	0.0038190487881563	0.695772922077551	-1.99644160377035
ENSG00000116685.15	-0.125587284211193	5.74368308139535	-2.90383356878589	0.00398571215765629	0.697223355668032	-2.00263141215166
ENSG00000179057.13	-0.27446684016277	-0.662057819033453	-3.17797907611468	0.00165253509979664	0.663797337539927	-2.02689390335691
ENSG00000112667.12	-0.186643269164156	4.24098733965559	-2.88608865156417	0.00421034867377617	0.708705396088927	-2.03828104696255
ENSG00000145414.8	-0.214833001489549	2.80159465470968	-2.90313218009501	0.00399437930120463	0.697223355668032	-2.04191972484901
ENSG00000130706.12	-0.173641192850547	5.46121375015049	-2.88619429435798	0.00420897782315433	0.708705396088927	-2.04629860545968
ENSG00000220201.7	0.371953797164179	1.15576808349399	3.01165763995646	0.0028402838265634	0.663797337539927	-2.05646743262246
ENSG00000260924.2	-0.292093374402076	0.173743415753027	-3.05866874347856	0.00244281371111643	0.663797337539927	-2.05853306266775
ENSG00000171649.11	-0.353465702488761	1.17676270560901	-2.97308219798151	0.00320987518412411	0.663797337539927	-2.06146321851202
ENSG00000177613.8	-0.195288651858587	4.95746834355831	-2.87632816455022	0.00433877439025418	0.708705396088927	-2.06771341716802
ENSG00000084207.15	-0.237209325094191	7.68749660698559	-2.87695272842619	0.00433045082072512	0.708705396088927	-2.06905627640715
ENSG00000152454.3	-0.22241898485867	1.74676982834276	-2.93568853532113	0.0036097139701294	0.672124483523876	-2.07602892080772
ENSG00000256060.2	-0.230477269101291	1.56507614910562	-2.93846402888858	0.00357854044108913	0.672124483523876	-2.0931355853016
ENSG00000163249.11	-0.195386882463702	4.21673851601069	-2.86147628501816	0.00454105233759565	0.708705396088927	-2.09878896655809
ENSG00000213225.7	-0.738700119127932	-1.86205866919151	-3.29051198598107	0.00113074502409286	0.663797337539927	-2.10395013866403
ENSG00000205560.12	0.487571037823824	4.57076949869078	2.85877234952221	0.00457903785872369	0.708705396088927	-2.10520153110889
ENSG00000226479.3	-0.203048481004305	3.4840521609775	-2.85291463272089	0.00466152599202691	0.708705396088927	-2.1256852130823
ENSG00000243431.1	0.325105949893582	-0.609836997702287	3.17906507410853	0.00164657736610909	0.663797337539927	-2.1281768294491
ENSG00000187474.4	-0.469150819744649	1.17844125611957	-2.9341377343207	0.00362724006329767	0.672124483523876	-2.13044860746559
ENSG00000140939.14	0.203796506068333	4.7278442777422	2.84822733186782	0.00472870816583439	0.708705396088927	-2.13296004345885
ENSG00000204524.6	-0.218431088882921	0.75213759580239	-2.97046073914248	0.00323652449304956	0.663797337539927	-2.14389113800071
ENSG00000157782.9	0.429741983824539	1.26113856916922	2.96053891835537	0.00333923371869249	0.672124483523876	-2.15192043949101
ENSG00000182168.14	0.292575475285474	2.55937023534281	2.87342477982002	0.00437765963196468	0.708705396088927	-2.16064474055608
ENSG00000204624.7	0.547961478149319	-1.45554115463628	3.34814930113608	0.000927275478489449	0.663797337539927	-2.16123396422581
ENSG00000048162.20	-0.275821385095894	3.3261026339753	-2.83823440093897	0.00487488576887014	0.708705396088927	-2.16324500068353
ENSG00000185085.2	-0.155542737194297	4.41029005563723	-2.83312507354585	0.00495120284793639	0.708705396088927	-2.16933067213495
ENSG00000108106.13	-0.314628804106723	3.31659550509659	-2.834798130416	0.00492609390119978	0.708705396088927	-2.17126151386988
ENSG00000140259.6	-0.146359029127734	4.58592218270149	-2.8284557824449	0.00502189560867072	0.708705396088927	-2.1823550245942
ENSG00000115816.14	-0.181329712522349	4.58300467318696	-2.82782081352673	0.00503157954824378	0.708705396088927	-2.18404951980883
ENSG00000170515.13	-0.156210550688958	6.36954373620435	-2.82937196934781	0.00500795266075792	0.708705396088927	-2.19059264364495
ENSG00000063587.13	-0.180959474136606	4.68852016189163	-2.82421698192693	0.00508686404966202	0.708705396088927	-2.19406778489399
ENSG00000103035.10	-0.187116212917107	4.71018743555829	-2.82128620199931	0.00513223003625284	0.708705396088927	-2.2015286173276
ENSG00000234817.2	0.791710137584001	-2.31008161121755	3.51938384797988	0.00050613964188412	0.609617079780429	-2.20980015274421
ENSG00000117707.15	0.42533216396288	1.91164750648729	2.88435072182056	0.00423295906886604	0.708705396088927	-2.21771829157302
ENSG00000137203.10	0.471110864175509	-0.0836112951516123	3.0635136259981	0.0024049032631745	0.663797337539927	-2.22412362341156
ENSG00000279434.1	0.299045440792435	0.205927073707806	3.00954044577245	0.00285950933330444	0.663797337539927	-2.22669867687048
ENSG00000163481.7	-0.146908143059099	4.04847929802597	-2.8014805982071	0.00544856552483459	0.738280628615086	-2.24319832925239
ENSG00000010072.15	-0.14102303809044	2.80623922685108	-2.81289932232543	0.00526409053175513	0.72231318182564	-2.24942715168226
ENSG00000099725.14	0.332053814464303	1.07511894013366	2.80227976242205	0.00543546614896435	0.738280628615086	-2.26505659918556
ENSG00000101146.12	-0.113403869460593	4.33060869403726	-2.79244115301311	0.00559874200535316	0.741463472628994	-2.26671186163029
ENSG00000237438.7	0.449710480255899	1.97489549003162	2.85695173636784	0.00460436070561472	0.708705396088927	-2.26873160744495
ENSG00000096401.7	-0.123787293628237	5.06805927392439	-2.7896173193877	0.00564641963183163	0.741463472628994	-2.28246798893139
ENSG00000246067.7	-0.170092064743676	1.84394186294611	-2.83386258441883	0.00494012010392076	0.708705396088927	-2.28716018100479
ENSG00000061337.15	0.28031517315373	2.30418201153224	2.82279468814951	0.00510883423523574	0.708705396088927	-2.29281935727387
ENSG00000101751.10	0.162750138639004	4.67990586813215	2.78040639158764	0.00580450770850029	0.741463472628994	-2.29749867633678
ENSG00000106263.17	-0.156477639142524	7.10207424760867	-2.78149403936141	0.00578563361983525	0.741463472628994	-2.30744752859291
ENSG00000263272.1	0.275442648723427	2.6413670280996	2.79445180959437	0.00556501698478458	0.741463472628994	-2.32211723750463
ENSG00000268442.1	0.500195922206798	-1.50780339488347	3.24337299977673	0.00132722507346984	0.663797337539927	-2.32989687116368
ENSG00000013441.15	0.191847627886012	7.03990517046569	2.7722253145505	0.00594827338395852	0.741463472628994	-2.33068397547322
ENSG00000167721.10	-0.195966150602161	4.79451358909972	-2.7678908063381	0.00602574401488652	0.741463472628994	-2.33232718134219
ENSG00000050555.17	0.745159312609973	0.60274481599812	2.93654858107244	0.00360002773646936	0.672124483523876	-2.33854092274685
ENSG00000259250.1	0.363134065820318	-0.799440930522098	3.08292507645982	0.00225837964163565	0.663797337539927	-2.35446292585341
ENSG00000185052.11	0.227329314296484	2.9229478888449	2.76830523992106	0.00601829752669908	0.741463472628994	-2.35634070089683
ENSG00000185627.17	-0.112256225738272	6.00838539332718	-2.76165200225701	0.00613885503745986	0.741463472628994	-2.35662608453901
ENSG00000181929.11	-0.110589068675186	5.19776952257517	-2.75796075507873	0.00620668009159396	0.741463472628994	-2.36057039080293
ENSG00000187514.16	-0.138079759782788	8.90539193496584	-2.75296313562675	0.00629959015149817	0.741463472628994	-2.36827271402091
ENSG00000277363.4	0.364046452182951	2.61038801507748	2.77362770752735	0.00592340233139428	0.741463472628994	-2.37374633525734
ENSG00000279488.1	0.318640730009088	1.33431424443135	2.83690017028511	0.00489471101563166	0.708705396088927	-2.37830055694841
ENSG00000273373.1	0.397685021765305	2.97501687023341	2.75854383637231	0.00619592130906919	0.741463472628994	-2.3810457655697
ENSG00000105220.14	-0.15734566599225	7.55432292327813	-2.75012449872039	0.00635292162780932	0.741463472628994	-2.38221627088301
ENSG00000282936.1	-0.400340988805864	-1.09759944941618	-3.03381705831692	0.00264606348128924	0.663797337539927	-2.38286679016906
ENSG00000162702.7	-0.200513502664958	3.71074616517189	-2.74146283303961	0.00651818912409359	0.741463472628994	-2.38375139286059
ENSG00000162367.11	0.28223702893691	2.43115036324455	2.7734517515591	0.00592651768364338	0.741463472628994	-2.38596069940477
ENSG00000214367.7	0.164597694677984	3.96528541404581	2.73776215120675	0.0065899773556979	0.741463472628994	-2.39226804550001
ENSG00000168566.12	0.136337409401812	3.99401935409281	2.73680258653484	0.00660870795503357	0.741463472628994	-2.39450853308214
ENSG00000154582.16	-0.203128501985702	4.67871037066312	-2.73823078836678	0.00658084706534691	0.741463472628994	-2.40170503046353
ENSG00000120458.10	0.205862604236448	4.33112836524993	2.73408632583821	0.0066619903236377	0.741463472628994	-2.40279806493221
ENSG00000110848.8	0.468997435368142	2.16777263271698	2.77791111168428	0.00584801970110736	0.741463472628994	-2.41401541347108
ENSG00000137392.9	1.54663339933422	-0.055766413105799	3.0465043707643	0.00254065684582897	0.663797337539927	-2.4196188614616
ENSG00000274104.1	-0.276913861963549	-0.357447846853889	-2.92367871583944	0.00374748726646884	0.688521389296987	-2.42042212935767
ENSG00000261150.2	-0.401684240303679	3.04638079070126	-2.7210277589574	0.00692360864556694	0.741463472628994	-2.43738665628425
ENSG00000230325.1	0.276803575156908	-0.558057315673181	2.98381794393448	0.00310282200912483	0.663797337539927	-2.44353057683956
ENSG00000280734.2	0.583354791076832	0.835354829735373	2.84887094632932	0.00471943146647523	0.708705396088927	-2.44727649276616
ENSG00000108671.9	-0.133417906842748	5.8666426050772	-2.72315184641833	0.00688043200036184	0.741463472628994	-2.4491078789614
ENSG00000176410.7	-0.145597118493556	2.93548478526982	-2.71835798682837	0.00697822454011751	0.741463472628994	-2.45193487474307
ENSG00000196705.8	0.186162293713027	4.19914629500566	2.70920896668466	0.0071683509422044	0.741463472628994	-2.45923727313224
ENSG00000148840.10	-0.303505774654455	5.50264508467899	-2.71148806497024	0.00712060022422748	0.741463472628994	-2.47566740193718
ENSG00000187634.11	0.421131353148913	2.55842468160891	2.72569235046241	0.00682911030847175	0.741463472628994	-2.48354775197462
ENSG00000006712.14	-0.135418793101116	5.69669079347544	-2.70767449085652	0.00720069293281967	0.741463472628994	-2.4853117191658
ENSG00000137055.14	-0.130953944485758	4.55233333811663	-2.69885492486483	0.00738914871944595	0.741463472628994	-2.49187389408358
ENSG00000160999.10	-0.286466625313304	1.64766700987414	-2.73993151876291	0.00654780833777632	0.741463472628994	-2.49218558062221
ENSG00000172023.7	1.7204282860153	-0.899093820197885	3.1592080068574	0.0017588906079527	0.663797337539927	-2.49720056976656
ENSG00000076344.15	0.362777625220532	4.40905068083609	2.69057359750999	0.00757024025022494	0.741463472628994	-2.50344579483471
ENSG00000233030.2	0.726920938732939	-2.33111747285308	3.311341130815	0.00105284966240383	0.663797337539927	-2.50640469335555
ENSG00000186638.16	-0.377266907853074	1.20764389436849	-2.75040075758472	0.00634771347054862	0.741463472628994	-2.50921030987114
